Rk,Unnamed: 1,Salary
1,Bojan Bogdanović,"$19,550,000"
2,Marvin Bagley,"$12,500,000"
3,Cade Cunningham,"$10,552,800"
4,Alec Burks,"$10,012,800"
5,James Wiseman,"$9,603,360"
6,Nerlens Noel,"$9,240,000"
7,Kemba Walker,"$9,165,471"
8,DeAndre Jordan,"$7,827,907"
9,Jaden Ivey,"$7,252,200"
10,Killian Hayes,"$5,837,760"
11,Hamidou Diallo,"$5,200,000"
12,Cory Joseph,"$5,155,500"
13,Jalen Duren,"$4,124,280"
14,Isaiah Stewart,"$3,433,320"
15,Dewayne Dedmon,"$2,748,674"
16,Rodney McGruder,"$1,836,090"
17,Isaiah Livers,"$1,563,518"
18,R.J. Hampton,"$485,403"
19,Eugene Omoruyi,"$269,445"
20,Eugene Omoruyi,"$94,136"
21,Eugene Omoruyi,"$94,136"
22,Stanley Umude,"$58,493"
23,Buddy Boeheim,
24,Braxton Key,
25,Jared Rhoden,
