Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Jaden Ivey,20,SG,74,73,2304,6.4,15.4,0.416,1.9,5.5,0.343,4.5,9.9,0.457,0.477,4.2,5.6,0.747,1.1,3.4,4.5,6.0,1.0,0.3,3.7,3.8,18.8,ROY-6
2,Killian Hayes,21,PG,76,56,2154,5.1,13.6,0.377,1.3,4.8,0.28,3.8,8.8,0.429,0.426,1.5,1.9,0.821,0.5,3.2,3.7,7.9,1.7,0.5,2.9,3.7,13.1,
3,Bojan Bogdanović,33,PF,59,59,1893,8.2,16.8,0.488,2.8,6.7,0.411,5.4,10.1,0.539,0.57,5.1,5.8,0.884,0.7,3.6,4.2,2.9,0.6,0.2,2.6,2.1,24.2,
4,Jalen Duren,19,C,67,31,1670,5.6,8.6,0.648,0.0,0.0,0.0,5.6,8.5,0.652,0.648,2.1,3.4,0.611,4.9,7.9,12.8,1.6,0.9,1.3,2.0,3.9,13.2,
5,Saddiq Bey,23,SF,52,30,1500,5.9,14.5,0.404,2.4,7.0,0.345,3.5,7.5,0.46,0.488,4.3,5.0,0.861,1.4,4.4,5.8,2.0,1.2,0.3,1.3,2.1,18.5,
6,Isaiah Stewart,21,C,50,47,1414,5.0,11.2,0.442,1.7,5.2,0.327,3.3,6.0,0.542,0.518,2.8,3.8,0.738,2.9,7.3,10.3,1.8,0.5,0.9,1.7,3.4,14.4,
7,Cory Joseph,31,PG,62,2,1227,4.4,10.3,0.427,2.1,5.3,0.389,2.3,5.0,0.468,0.527,1.7,2.1,0.792,0.6,2.5,3.1,6.4,1.0,0.3,1.6,2.6,12.5,
8,Isaiah Livers,24,PF,52,22,1199,3.6,8.6,0.417,2.2,6.1,0.365,1.4,2.6,0.541,0.545,1.0,1.2,0.821,0.8,3.5,4.3,1.2,0.8,0.8,0.9,3.1,10.4,
9,Alec Burks,31,SG,51,8,1122,6.4,14.7,0.436,3.2,7.7,0.414,3.2,7.1,0.459,0.544,4.9,6.0,0.814,0.6,4.5,5.1,3.7,1.2,0.3,1.9,3.1,20.9,
10,Hamidou Diallo,24,SF,56,0,996,7.8,13.6,0.573,0.2,0.8,0.238,7.6,12.8,0.593,0.58,3.1,5.3,0.588,2.1,5.0,7.0,2.0,1.9,0.6,2.6,4.5,18.9,
11,Marvin Bagley III,23,C,42,25,990,7.3,13.9,0.529,0.7,2.4,0.288,6.7,11.5,0.579,0.554,2.9,3.9,0.75,3.4,6.4,9.8,1.3,0.7,1.1,1.7,2.9,18.3,
12,James Wiseman,21,C,24,22,605,7.7,14.6,0.531,0.2,1.1,0.167,7.6,13.5,0.559,0.537,2.5,3.5,0.712,3.3,8.3,11.5,1.0,0.2,1.2,2.2,4.1,18.1,
13,Kevin Knox,23,SF,42,1,593,5.1,10.9,0.469,2.6,7.0,0.371,2.5,3.8,0.651,0.589,1.6,2.0,0.788,1.2,5.3,6.6,0.9,0.8,0.7,1.9,4.5,14.4,
14,Rodney McGruder,31,SG,32,12,524,4.3,10.4,0.408,2.8,6.7,0.423,1.4,3.8,0.382,0.543,1.2,1.5,0.818,1.4,3.7,5.1,1.9,1.1,0.1,0.8,2.7,12.6,
15,Cade Cunningham,21,PG,12,12,400,8.4,20.2,0.415,1.5,5.5,0.279,6.8,14.7,0.466,0.453,3.2,3.9,0.837,1.1,5.6,6.7,6.5,0.9,0.6,3.5,3.1,21.5,
16,R.J. Hampton,21,SG,21,3,389,4.8,11.4,0.423,2.1,5.8,0.365,2.7,5.6,0.483,0.516,2.4,3.6,0.667,0.8,3.6,4.4,1.9,1.0,0.5,1.9,2.7,14.2,
17,Eugene Omoruyi,25,SF,17,4,373,5.5,12.9,0.425,1.6,5.6,0.293,3.9,7.3,0.526,0.489,3.3,4.5,0.723,2.0,3.7,5.7,1.6,1.4,0.3,1.7,4.3,15.9,
18,Jared Rhoden,23,SG,14,0,198,3.1,8.0,0.386,0.9,3.6,0.25,2.2,4.4,0.5,0.443,1.1,1.1,1.0,2.0,4.7,6.7,0.7,0.7,0.2,0.5,4.2,8.2,
19,Nerlens Noel,28,C,14,3,152,2.8,7.1,0.4,0.2,0.5,0.5,2.6,6.6,0.393,0.417,1.7,2.4,0.7,1.7,7.1,8.8,1.7,3.1,2.1,1.9,5.9,7.6,
20,Buddy Boeheim,23,SF,10,0,90,2.0,10.8,0.185,1.6,10.0,0.16,0.4,0.8,0.5,0.259,0.8,0.8,1.0,0.8,1.6,2.4,1.6,0.8,0.0,0.0,2.4,6.4,
21,Braxton Key,25,SF,3,0,9,4.0,4.0,1.0,0.0,0.0,,4.0,4.0,1.0,1.0,8.0,8.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,
22,Stanley Umude,23,SG,1,0,2,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,,0.0,36.0,36.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,36.0,
