Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Jordan Poole,23.0,PG,82,43,2458,0.43,17.3,0.502,0.134,0.21,0.081,0.077,0.498,0.524,0.696,0.517,0.379,0.398,0.336,0.446,0.701,0.024,27,0.118,0.333,8,0,
2.0,Draymond Green,32.0,PF,73,73,2297,0.527,10.3,0.724,0.297,0.363,0.04,0.023,0.276,0.612,0.709,0.57,0.474,0.273,0.305,0.852,1.0,0.051,21,0.298,0.308,2,0,"DPOY-4,DEF2"
3.0,Klay Thompson,32.0,SF,69,69,2279,0.436,19.6,0.416,0.058,0.123,0.114,0.121,0.584,0.47,0.694,0.513,0.378,0.408,0.412,0.727,0.89,0.011,11,0.17,0.403,0,0,
4.0,Kevon Looney,26.0,C,82,70,1958,0.63,3.5,0.997,0.557,0.365,0.044,0.031,0.003,0.632,0.734,0.521,0.412,0.417,0.0,0.669,,0.177,68,0.0,,0,0,
5.0,Stephen Curry,34.0,PG,56,56,1941,0.493,18.8,0.436,0.107,0.191,0.063,0.076,0.564,0.579,0.76,0.551,0.493,0.465,0.427,0.371,0.593,0.0,0,0.097,0.597,9,1,"MVP-9,CPOY-9,AS,NBA2"
6.0,Donte DiVincenzo,26.0,SG,72,36,1894,0.435,19.7,0.3,0.124,0.131,0.026,0.019,0.7,0.525,0.567,0.563,0.286,0.3,0.397,0.612,0.927,0.017,9,0.228,0.419,1,0,
7.0,Jonathan Kuminga,20.0,PF,67,16,1394,0.525,10.7,0.706,0.332,0.28,0.058,0.036,0.294,0.59,0.673,0.54,0.483,0.389,0.37,0.643,0.944,0.189,90,0.425,0.419,0,0,
8.0,Anthony Lamb,25.0,SF,62,4,1195,0.471,17.8,0.366,0.15,0.188,0.006,0.022,0.634,0.652,0.809,0.576,0.0,0.429,0.367,0.68,0.986,0.045,13,0.342,0.353,2,0,
9.0,Andrew Wiggins,27.0,SF,37,37,1190,0.473,15.4,0.575,0.157,0.244,0.07,0.104,0.425,0.53,0.711,0.504,0.378,0.418,0.396,0.621,0.955,0.055,25,0.2,0.356,0,0,
10.0,Moses Moody,20.0,SG,63,3,817,0.476,17.1,0.405,0.225,0.132,0.031,0.018,0.595,0.641,0.725,0.5,0.429,1.0,0.363,0.695,0.98,0.101,19,0.348,0.34,1,0,
11.0,Ty Jerome,25.0,SG,45,2,816,0.488,14.7,0.628,0.095,0.306,0.182,0.045,0.372,0.546,0.739,0.527,0.523,0.364,0.389,0.41,0.857,0.0,0,0.233,0.524,0,0,
12.0,JaMychal Green,32.0,PF,57,1,797,0.54,12.8,0.56,0.345,0.171,0.016,0.028,0.44,0.667,0.701,0.674,0.5,0.286,0.378,0.66,1.0,0.246,52,0.387,0.372,0,0,
13.0,James Wiseman,21.0,C,21,0,262,0.628,5.9,0.979,0.415,0.372,0.128,0.064,0.021,0.63,0.795,0.629,0.25,0.333,0.5,0.81,1.0,0.383,30,0.0,,0,0,
14.0,Patrick Baldwin Jr.,20.0,SF,31,0,226,0.394,21.4,0.229,0.073,0.083,0.055,0.018,0.771,0.44,0.875,0.333,0.0,0.5,0.381,0.818,1.0,0.037,3,0.214,0.278,0,0,
15.0,Andre Iguodala,39.0,PF,8,0,113,0.467,15.9,0.4,0.267,0.133,0.0,0.0,0.6,1.0,1.0,1.0,,,0.111,0.667,1.0,0.267,4,0.222,0.0,0,0,
16.0,Gary Payton II,30.0,SG,7,0,112,0.607,9.5,0.679,0.393,0.286,0.0,0.0,0.321,0.684,0.636,0.75,,,0.444,0.692,1.0,0.143,2,0.889,0.5,0,0,
17.0,Ryan Rollins,20.0,PG,12,0,62,0.35,13.1,0.55,0.35,0.15,0.05,0.0,0.45,0.364,0.429,0.333,0.0,,0.333,0.25,0.667,0.0,0,0.556,0.2,0,0,
18.0,Lester Quiñones,22.0,SG,4,0,18,0.4,22.3,0.2,0.0,0.2,0.0,0.0,0.8,0.0,,0.0,,,0.5,,0.5,0.0,0,0.25,0.0,0,0,
,Team Totals,,,82,82,19829,0.479,14.8,0.521,0.177,0.21,0.069,0.065,0.479,0.564,0.71,0.54,0.407,0.413,0.385,0.606,0.828,0.056,374,0.199,0.395,23,1,
