Rk,Unnamed: 1,Salary
1,Stephen Curry,"$48,070,014"
2,Klay Thompson,"$40,600,080"
3,Andrew Wiggins,"$33,616,770"
4,Draymond Green,"$25,806,468"
5,Gary Payton,"$8,300,000"
6,Kevon Looney,"$8,000,000"
7,Jonathan Kuminga,"$5,739,840"
8,Donte DiVincenzo,"$4,500,000"
9,Jordan Poole,"$3,901,399"
10,Moses Moody,"$3,740,160"
11,Patrick Baldwin,"$2,226,000"
12,JaMychal Green,"$1,836,090"
13,Andre Iguodala,"$1,836,090"
14,Ryan Rollins,"$1,017,781"
15,Anthony Lamb,"$253,254"
16,Lester Quinones,"$58,493"
17,Lester Quinones,
18,Quinndary Weatherspoon,
19,Ty Jerome,
20,Anthony Lamb,
21,Lester Quinones,
