Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Patrick Baldwin Jr.,20.0,SF,3,0,11,0.0,,0.0,0.0,,0.0,0.0,1.0,0,,0.0,0,,0,0,258,
2.0,Stephen Curry,34.0,PG,13,13,493,0.466,0.571,0.363,0.558,0.845,0.588,0.186,0.505,98,104.0,101.0,102,108.0,101,70,130,
3.0,Donte DiVincenzo,26.0,SG,13,1,235,0.375,0.45,0.341,0.492,0.667,0.512,0.188,0.688,79,82.0,95.0,90,85.0,88,70,177,
4.0,Draymond Green,32.0,PF,12,9,367,0.462,0.521,0.25,0.489,0.727,0.535,0.363,0.22,97,95.0,69.0,90,93.0,92,136,57,
5.0,JaMychal Green,32.0,PF,7,2,49,0.391,0.8,0.278,0.5,,0.5,0.0,0.783,82,146.0,77.0,92,,86,0,202,
6.0,Jonathan Kuminga,20.0,PF,10,0,61,0.542,0.588,0.429,0.604,0.556,0.608,0.375,0.292,114,107.0,119.0,111,71.0,105,141,75,
7.0,Anthony Lamb,25.0,SF,6,0,31,0.4,1.0,0.25,0.5,,0.5,0.0,0.8,84,183.0,69.0,92,,86,0,206,
8.0,Kevon Looney,26.0,C,13,8,325,0.578,0.578,,0.578,0.556,0.584,0.281,0.0,122,106.0,,106,71.0,100,106,0,
9.0,Moses Moody,20.0,SG,12,0,161,0.535,0.476,0.591,0.686,0.917,0.725,0.279,0.512,113,87.0,164.0,126,117.0,125,105,132,
10.0,Gary Payton II,30.0,SG,12,3,192,0.667,0.821,0.267,0.704,0.667,0.707,0.167,0.278,140,150.0,74.0,129,85.0,122,63,72,
11.0,Jordan Poole,23.0,PG,13,4,284,0.341,0.417,0.254,0.4,0.765,0.447,0.252,0.467,72,76.0,70.0,73,98.0,77,95,120,
12.0,Klay Thompson,32.0,SF,13,13,468,0.388,0.422,0.368,0.502,0.875,0.525,0.11,0.621,82,77.0,102.0,92,112.0,90,41,160,
13.0,Andrew Wiggins,27.0,SF,13,12,442,0.459,0.547,0.297,0.511,0.681,0.538,0.26,0.354,96,100.0,82.0,94,87.0,93,97,91,
,Team Totals,,,13,13,3119,0.448,0.538,0.34,0.525,0.75,0.553,0.21,0.454,94,98.0,94.0,96,96.0,95,79,117,
