Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Stephen Curry,34,13,13,493,14.0,30.0,0.466,5.5,15.1,0.363,8.5,14.8,0.571,0.558,4.7,5.6,0.845,0.9,5.6,6.5,7.6,1.3,0.6,4.0,3.3,38.2,115,114,
2,Klay Thompson,32,13,13,468,8.6,22.2,0.388,5.1,13.8,0.368,3.6,8.4,0.422,0.502,2.1,2.4,0.875,0.1,5.4,5.5,2.9,0.7,0.4,2.6,2.8,24.5,100,116,
3,Andrew Wiggins,27,13,12,442,8.9,19.5,0.459,2.0,6.9,0.297,6.9,12.6,0.547,0.511,3.4,5.1,0.681,2.6,5.3,7.8,2.7,1.2,1.6,1.8,4.8,23.3,111,113,
4,Draymond Green,32,12,9,367,5.4,11.8,0.462,0.6,2.6,0.25,4.8,9.2,0.521,0.489,3.1,4.3,0.727,2.5,8.3,10.7,10.6,2.3,1.6,3.5,6.2,14.6,115,109,
5,Kevon Looney,26,13,8,325,5.4,9.4,0.578,0.0,0.0,,5.4,9.4,0.578,0.578,1.5,2.6,0.556,8.9,15.9,24.9,6.3,1.2,0.7,1.9,5.3,12.3,137,107,
6,Jordan Poole,23,13,4,284,7.7,22.6,0.341,2.7,10.5,0.254,5.0,12.0,0.417,0.4,4.4,5.7,0.765,0.7,4.0,4.7,7.7,1.7,0.5,2.5,5.4,22.4,100,114,
7,Donte DiVincenzo,26,13,1,235,4.9,12.9,0.375,3.0,8.9,0.341,1.8,4.0,0.45,0.492,1.6,2.4,0.667,2.2,5.7,7.9,7.3,2.2,0.6,3.4,4.0,14.4,105,112,
8,Gary Payton II,30,12,3,192,8.9,13.4,0.667,1.0,3.7,0.267,7.9,9.7,0.821,0.704,1.5,2.2,0.667,5.4,5.4,10.9,2.2,2.0,1.5,2.7,4.7,20.3,127,111,
9,Moses Moody,20,12,0,161,6.8,12.7,0.535,3.8,6.5,0.591,3.0,6.2,0.476,0.686,3.2,3.5,0.917,2.1,7.1,9.1,2.4,1.5,1.2,0.6,5.3,20.7,148,112,
10,Jonathan Kuminga,20,10,0,61,10.1,18.7,0.542,2.3,5.5,0.429,7.8,13.2,0.588,0.604,3.9,7.0,0.556,3.1,3.9,7.0,3.9,1.6,0.0,3.1,3.9,26.5,115,115,
11,JaMychal Green,32,7,2,49,8.7,22.3,0.391,4.8,17.5,0.278,3.9,4.8,0.8,0.5,0.0,0.0,,0.0,4.8,4.8,2.9,0.0,1.0,1.9,9.7,22.3,97,117,
12,Anthony Lamb,25,6,0,31,3.1,7.7,0.4,1.5,6.1,0.25,1.5,1.5,1.0,0.5,0.0,0.0,,1.5,7.7,9.2,0.0,1.5,1.5,3.1,4.6,7.7,75,111,
13,Patrick Baldwin Jr.,20,3,0,11,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,13.0,13.0,4.3,0.0,0.0,0.0,0.0,0.0,24,113,
