Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Bradley Beal,27,5,5,195,13.5,29.6,0.455,1.7,7.7,0.219,11.8,21.9,0.538,0.484,7.5,8.7,0.861,1.4,6.0,7.5,5.1,1.0,0.7,4.8,1.4,36.1,103,122,
2,Russell Westbrook,32,5,5,186,7.1,21.2,0.333,1.3,5.0,0.25,5.8,16.2,0.359,0.363,8.6,10.9,0.791,3.5,9.6,13.1,14.9,0.5,0.3,5.3,4.3,24.0,103,122,
3,Rui Hachimura,22,5,5,173,7.9,12.8,0.617,2.4,4.1,0.6,5.4,8.7,0.625,0.713,1.9,3.3,0.583,1.4,8.4,9.8,1.4,0.5,0.3,1.4,4.9,20.1,130,122,
4,Daniel Gafford,22,5,2,117,8.8,10.4,0.846,0.0,0.0,,8.8,10.4,0.846,0.846,6.0,9.6,0.625,5.6,6.0,11.6,1.2,2.0,4.0,1.2,6.8,23.7,156,115,
5,Raul Neto,28,5,3,112,5.0,14.3,0.353,1.7,6.3,0.267,3.4,8.0,0.421,0.412,1.7,2.1,0.8,1.3,3.4,4.6,2.1,0.8,0.0,0.4,4.6,13.4,100,124,
6,Ish Smith,32,5,0,111,6.8,18.2,0.372,0.8,3.0,0.286,5.9,15.2,0.389,0.395,0.0,0.0,,0.4,6.3,6.8,5.9,3.0,0.8,2.1,4.7,14.4,86,117,
7,Dāvis Bertāns,28,4,2,106,4.9,12.0,0.407,3.5,10.2,0.348,1.3,1.8,0.75,0.556,3.1,3.1,1.0,0.0,4.9,4.9,0.4,0.4,0.9,0.4,5.3,16.4,124,123,
8,Robin Lopez,32,5,0,73,11.6,16.1,0.72,0.0,0.0,,11.6,16.1,0.72,0.72,0.6,2.6,0.25,2.6,3.2,5.8,0.0,0.0,2.6,0.6,4.5,23.8,132,123,
9,Alex Len,27,5,3,42,8.9,15.7,0.571,0.0,0.0,,8.9,15.7,0.571,0.571,4.5,7.8,0.571,4.5,7.8,12.3,2.2,1.1,0.0,1.1,8.9,22.4,123,121,
10,Anthony Gill,28,4,0,33,0.0,4.3,0.0,0.0,1.4,0.0,0.0,2.8,0.0,0.0,0.0,0.0,,1.4,4.3,5.7,0.0,0.0,0.0,4.3,10.0,0.0,13,125,
11,Chandler Hutchison,24,2,0,18,5.2,13.0,0.4,0.0,0.0,,5.2,13.0,0.4,0.4,5.2,5.2,1.0,0.0,7.8,7.8,2.6,0.0,0.0,2.6,2.6,15.7,96,124,
12,Garrison Mathews,24,3,0,17,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,11.0,13.8,0.8,0.0,5.5,5.5,0.0,0.0,0.0,0.0,11.0,11.0,76,124,
13,Isaac Bonga,21,4,0,10,0.0,23.5,0.0,0.0,14.1,0.0,0.0,9.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0,122,
14,Cassius Winston,22,1,0,5,9.4,28.2,0.333,0.0,9.4,0.0,9.4,18.8,0.5,0.333,0.0,0.0,,9.4,9.4,18.8,9.4,0.0,0.0,18.8,9.4,18.8,60,123,
