Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Bradley Beal,27.0,SG,5,5,195,0,34,62,3,0,-14.4,-3.4,9,9,2,2,13,4,51,0,14,
2.0,Russell Westbrook,32.0,PG,5,5,186,28,62,11,0,0,-14.6,-3.5,9,6,4,4,15,0,131,1,6,
3.0,Rui Hachimura,22.0,PF,5,5,173,0,0,37,62,1,-15.2,-5.0,3,1,8,1,6,0,12,2,4,
4.0,Daniel Gafford,22.0,C,5,2,117,0,0,0,0,100,3.8,33.9,1,1,8,1,9,1,7,2,0,
5.0,Raul Neto,28.0,PG,5,3,112,62,38,0,0,0,-13.1,1.3,0,1,3,0,2,3,12,1,1,
6.0,Ish Smith,32.0,PG,5,0,111,100,0,0,0,0,-3.9,18.6,4,1,9,0,0,1,31,0,3,
7.0,Dāvis Bertāns,28.0,PF,4,2,106,0,0,0,98,2,-16.3,-4.3,0,1,6,0,2,0,2,0,1,
8.0,Robin Lopez,32.0,C,5,0,73,0,0,0,0,100,-22.0,-12.0,0,0,6,0,2,0,0,0,1,
9.0,Alex Len,27.0,C,5,3,42,0,0,0,0,100,-41.7,-33.7,1,0,3,0,4,1,5,1,1,
10.0,Anthony Gill,28.0,PF,4,0,33,0,0,35,54,11,-27.1,-15.3,1,1,7,0,0,0,0,0,1,
11.0,Chandler Hutchison,24.0,SF,2,0,18,0,9,83,8,0,-46.1,-34.6,1,0,1,0,1,0,2,0,1,
12.0,Garrison Mathews,24.0,SG,3,0,17,10,83,8,0,0,-9.4,4.9,0,0,1,0,1,1,0,0,1,
13.0,Isaac Bonga,21.0,SF,4,0,10,0,0,61,40,0,15.7,30.7,0,0,0,0,0,1,0,0,1,
14.0,Cassius Winston,22.0,PG,1,0,5,100,0,0,0,0,-31.1,-17.6,1,0,0,1,0,0,2,0,1,
,Team Totals,,,5,5,1198,20,20,20,20,20,-13.8,0.4,30,21,58,9,55,12,255,7,36,
