Rk,Unnamed: 1,Salary
1,Russell Westbrook,"$41,358,814"
2,Bradley Beal,"$28,751,774"
3,Dāvis Bertāns,"$15,000,000"
4,Thomas Bryant,"$8,333,333"
5,Robin Lopez,"$7,300,000"
6,Ish Smith,"$6,000,000"
7,Rui Hachimura,"$4,692,840"
8,Deni Avdija,"$4,469,160"
9,Jerome Robinson,"$3,737,520"
10,Chandler Hutchison,"$2,443,440"
11,Isaac Bonga,"$1,663,861"
12,Raul Neto,"$1,620,564"
13,Daniel Gafford,"$1,517,981"
14,Alex Len,"$1,265,372"
15,Anthony Gill,"$898,310"
16,Anžejs Pasečņiks,"$374,297"
17,Jordan Bell,"$221,996"
18,Caleb Homesley,"$20,000"
19,Garrison Mathews,$0
20,Cassius Winston,$0
