Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Bradley Beal,27,SG,5,5,195,10.3,22.7,0.455,1.3,5.9,0.219,9.0,16.8,0.538,0.484,5.7,6.6,0.861,1.1,4.6,5.7,3.9,0.7,0.6,3.7,1.1,27.7,
2,Russell Westbrook,32,PG,5,5,186,5.4,16.3,0.333,1.0,3.9,0.25,4.5,12.4,0.359,0.363,6.6,8.3,0.791,2.7,7.4,10.1,11.4,0.4,0.2,4.1,3.3,18.4,
3,Rui Hachimura,22,PF,5,5,173,6.0,9.8,0.617,1.9,3.1,0.6,4.2,6.7,0.625,0.713,1.5,2.5,0.583,1.0,6.5,7.5,1.0,0.4,0.2,1.0,3.7,15.4,
4,Daniel Gafford,22,C,5,2,117,6.8,8.0,0.846,0.0,0.0,,6.8,8.0,0.846,0.846,4.6,7.4,0.625,4.3,4.6,8.9,0.9,1.5,3.1,0.9,5.2,18.2,
5,Raul Neto,28,PG,5,3,112,3.9,10.9,0.353,1.3,4.8,0.267,2.6,6.1,0.421,0.412,1.3,1.6,0.8,1.0,2.6,3.5,1.6,0.6,0.0,0.3,3.5,10.3,
6,Ish Smith,32,PG,5,0,111,5.2,13.9,0.372,0.6,2.3,0.286,4.5,11.7,0.389,0.395,0.0,0.0,,0.3,4.9,5.2,4.5,2.3,0.6,1.6,3.6,11.0,
7,Dāvis Bertāns,28,PF,4,2,106,3.7,9.2,0.407,2.7,7.8,0.348,1.0,1.4,0.75,0.556,2.4,2.4,1.0,0.0,3.7,3.7,0.3,0.3,0.7,0.3,4.1,12.6,
8,Robin Lopez,32,C,5,0,73,8.9,12.3,0.72,0.0,0.0,,8.9,12.3,0.72,0.72,0.5,2.0,0.25,2.0,2.5,4.4,0.0,0.0,2.0,0.5,3.5,18.2,
9,Alex Len,27,C,5,3,42,6.9,12.0,0.571,0.0,0.0,,6.9,12.0,0.571,0.571,3.4,6.0,0.571,3.4,6.0,9.4,1.7,0.9,0.0,0.9,6.9,17.1,
10,Anthony Gill,28,PF,4,0,33,0.0,3.3,0.0,0.0,1.1,0.0,0.0,2.2,0.0,0.0,0.0,0.0,,1.1,3.3,4.4,0.0,0.0,0.0,3.3,7.6,0.0,
11,Chandler Hutchison,24,SF,2,0,18,4.0,10.0,0.4,0.0,0.0,,4.0,10.0,0.4,0.4,4.0,4.0,1.0,0.0,6.0,6.0,2.0,0.0,0.0,2.0,2.0,12.0,
12,Garrison Mathews,24,SG,3,0,17,0.0,8.5,0.0,0.0,8.5,0.0,0.0,0.0,,0.0,8.5,10.6,0.8,0.0,4.2,4.2,0.0,0.0,0.0,0.0,8.5,8.5,
13,Isaac Bonga,21,SF,4,0,10,0.0,18.0,0.0,0.0,10.8,0.0,0.0,7.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,
14,Cassius Winston,22,PG,1,0,5,7.2,21.6,0.333,0.0,7.2,0.0,7.2,14.4,0.5,0.333,0.0,0.0,,7.2,7.2,14.4,7.2,0.0,0.0,14.4,7.2,14.4,
