Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Bradley Beal,27.0,5,5,195,56,123,0.455,7,32,0.219,49,91,0.538,0.484,31,36,0.861,6,25,31,21,4,3,20,6,150,0,
2.0,Russell Westbrook,32.0,5,5,186,28,84,0.333,5,20,0.25,23,64,0.359,0.363,34,43,0.791,14,38,52,59,2,1,21,17,95,2,
3.0,Rui Hachimura,22.0,5,5,173,29,47,0.617,9,15,0.6,20,32,0.625,0.713,7,12,0.583,5,31,36,5,2,1,5,18,74,0,
4.0,Daniel Gafford,22.0,5,2,117,22,26,0.846,0,0,,22,26,0.846,0.846,15,24,0.625,14,15,29,3,5,10,3,17,59,0,
5.0,Raul Neto,28.0,5,3,112,12,34,0.353,4,15,0.267,8,19,0.421,0.412,4,5,0.8,3,8,11,5,2,0,1,11,32,0,
6.0,Ish Smith,32.0,5,0,111,16,43,0.372,2,7,0.286,14,36,0.389,0.395,0,0,,1,15,16,14,7,2,5,11,34,0,
7.0,Dāvis Bertāns,28.0,4,2,106,11,27,0.407,8,23,0.348,3,4,0.75,0.556,7,7,1.0,0,11,11,1,1,2,1,12,37,0,
8.0,Robin Lopez,32.0,5,0,73,18,25,0.72,0,0,,18,25,0.72,0.72,1,4,0.25,4,5,9,0,0,4,1,7,37,0,
9.0,Alex Len,27.0,5,3,42,8,14,0.571,0,0,,8,14,0.571,0.571,4,7,0.571,4,7,11,2,1,0,1,8,20,0,
10.0,Anthony Gill,28.0,4,0,33,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,,1,3,4,0,0,0,3,7,0,0,
11.0,Chandler Hutchison,24.0,2,0,18,2,5,0.4,0,0,,2,5,0.4,0.4,2,2,1.0,0,3,3,1,0,0,1,1,6,0,
12.0,Garrison Mathews,24.0,3,0,17,0,4,0.0,0,4,0.0,0,0,,0.0,4,5,0.8,0,2,2,0,0,0,0,4,4,0,
13.0,Isaac Bonga,21.0,4,0,10,0,5,0.0,0,3,0.0,0,2,0.0,0.0,0,0,,0,0,0,0,0,1,0,0,0,0,
14.0,Cassius Winston,22.0,1,0,5,1,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,,1,1,2,1,0,0,2,1,2,0,
,Team Totals,,5,5,1198,203,443,0.458,35,121,0.289,168,322,0.522,0.498,109,145,0.752,53,164,217,112,24,24,64,120,550,2,
