Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Dillon Brooks,27,73,73,2214,8.4,21.3,0.396,3.1,9.4,0.326,5.3,11.8,0.451,0.468,2.6,3.3,0.779,1.0,4.3,5.2,4.1,1.4,0.3,2.2,5.1,22.5,102,114,DEF2
2,Ja Morant,23,61,59,1948,13.8,29.6,0.466,2.2,7.3,0.307,11.6,22.3,0.519,0.504,9.1,12.1,0.748,1.5,7.2,8.7,12.0,1.6,0.4,5.0,2.4,38.9,114,112,"MVP-12,AS"
3,Tyus Jones,26,80,22,1940,7.6,17.4,0.438,3.0,8.0,0.371,4.7,9.4,0.495,0.523,2.0,2.4,0.8,0.7,4.2,4.9,10.2,2.0,0.1,1.8,0.8,20.1,122,113,6MOY-6
4,Desmond Bane,24,58,58,1841,11.6,24.2,0.479,4.3,10.5,0.408,7.3,13.7,0.534,0.568,4.7,5.3,0.883,1.1,6.4,7.5,6.6,1.4,0.6,3.3,3.9,32.2,119,113,
5,Jaren Jackson Jr.,23,63,63,1787,11.1,21.8,0.506,2.7,7.5,0.355,8.4,14.3,0.585,0.567,6.4,8.1,0.788,2.9,8.5,11.3,1.6,1.7,5.0,2.8,6.0,31.2,118,105,"DPOY-1,AS,DEF1"
6,Santi Aldama,22,77,20,1682,7.0,14.8,0.47,2.7,7.5,0.353,4.3,7.3,0.591,0.56,3.0,4.1,0.75,2.4,8.1,10.5,2.7,1.3,1.4,1.7,4.0,19.7,120,111,
7,John Konchar,26,72,23,1494,4.4,10.2,0.431,1.9,5.6,0.339,2.5,4.5,0.545,0.525,0.9,1.1,0.778,2.0,7.8,9.9,3.2,2.4,0.8,1.2,3.6,11.6,117,109,
8,David Roddy,21,70,4,1258,6.8,15.9,0.429,2.5,8.0,0.307,4.3,7.9,0.553,0.506,1.5,2.5,0.631,1.9,5.4,7.3,2.2,1.1,0.7,2.2,4.0,17.6,103,114,
9,Xavier Tillman Sr.,24,61,29,1180,7.6,12.3,0.614,0.2,0.6,0.267,7.4,11.7,0.632,0.621,2.0,3.6,0.551,4.9,7.5,12.4,3.9,2.3,1.2,1.8,3.9,17.3,129,109,
10,Steven Adams,29,42,42,1133,6.6,11.0,0.597,0.0,0.0,0.0,6.6,11.0,0.599,0.597,2.0,5.4,0.364,9.0,11.4,20.3,4.1,1.5,1.9,3.3,4.1,15.1,118,108,
11,Brandon Clarke,26,56,8,1090,10.0,15.2,0.656,0.0,0.3,0.167,9.9,14.9,0.665,0.658,4.3,6.0,0.723,4.0,9.5,13.5,3.1,1.5,1.6,2.4,5.7,24.3,131,109,
12,Luke Kennard,26,24,3,590,7.2,13.8,0.526,6.0,11.0,0.54,1.3,2.7,0.471,0.743,1.4,1.5,0.947,0.7,5.3,6.0,4.3,1.0,0.1,1.3,2.8,21.9,146,115,
13,Ziaire Williams,21,37,4,561,7.1,16.6,0.429,2.1,8.2,0.258,5.0,8.4,0.596,0.492,1.4,1.9,0.773,1.4,5.3,6.7,3.0,1.2,0.5,3.1,4.9,17.8,97,114,
14,Jake LaRavia,21,35,0,414,4.2,10.9,0.389,2.8,8.1,0.338,1.5,2.8,0.542,0.516,0.8,1.0,0.778,2.2,5.0,7.2,2.4,1.4,0.5,2.1,5.6,12.0,105,114,
15,Kennedy Chandler,20,36,0,281,5.9,14.0,0.422,0.3,2.5,0.133,5.6,11.5,0.485,0.434,1.0,2.2,0.462,1.5,4.9,6.4,9.8,2.0,0.8,3.0,2.5,13.2,101,112,
16,Kenneth Lofton Jr.,20,24,1,176,13.2,25.1,0.527,1.6,4.6,0.353,11.6,20.5,0.566,0.559,4.3,7.3,0.593,5.1,8.6,13.8,5.4,1.3,0.5,3.2,7.6,32.4,116,111,
17,Vince Williams Jr.,22,15,1,105,5.4,18.1,0.3,1.8,12.7,0.143,3.6,5.4,0.667,0.35,0.9,0.9,1.0,1.8,5.0,6.8,1.8,2.7,0.9,2.3,5.4,13.6,79,110,
18,Danny Green,35,3,0,43,3.3,12.1,0.273,3.3,8.8,0.375,0.0,3.3,0.0,0.409,0.0,0.0,,1.1,3.3,4.4,2.2,1.1,0.0,3.3,6.6,9.9,77,116,
19,Jacob Gilyard,24,1,0,41,1.2,3.5,0.333,1.2,3.5,0.333,0.0,0.0,,0.5,0.0,0.0,,0.0,4.6,4.6,8.1,3.5,0.0,2.3,3.5,3.5,108,110,
