Rk,Unnamed: 1,Salary
1,Jaren Jackson,"$28,946,605"
2,Steven Adams,"$17,926,829"
3,Tyus Jones,"$15,000,000"
4,Luke Kennard,"$14,415,545"
5,Ja Morant,"$12,119,440"
6,Dillon Brooks,"$11,400,000"
7,Ziaire Williams,"$4,591,680"
8,Brandon Clarke,"$4,343,920"
9,Jake LaRavia,"$3,047,640"
10,David Roddy,"$2,588,640"
11,John Konchar,"$2,300,000"
12,Desmond Bane,"$2,130,240"
13,Santi Aldama,"$2,094,120"
14,Killian Tillie,"$1,901,625"
15,Xavier Tillman,"$1,782,621"
16,Kennedy Chandler,"$1,200,000"
17,Kenneth Lofton,"$1,000,000"
18,Kenneth Lofton,
19,Vince Williams,
20,Jacob Gilyard,
