Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Desmond Bane,24,SG,6,6,231,7.6,18.1,0.422,2.5,7.8,0.32,5.1,10.3,0.5,0.491,4.2,4.5,0.931,1.1,4.5,5.6,3.0,0.5,0.0,2.6,3.0,22.0,
2,Jaren Jackson Jr.,23,C,6,6,220,5.7,13.6,0.422,1.1,4.1,0.28,4.6,9.5,0.483,0.464,5.1,5.9,0.861,3.3,4.4,7.7,1.5,1.0,2.0,2.9,3.9,17.7,
3,Ja Morant,23,PG,5,5,187,8.7,20.4,0.425,2.5,6.0,0.419,6.2,14.4,0.427,0.486,3.9,5.0,0.769,1.5,5.0,6.5,6.7,1.7,0.2,3.3,2.3,23.7,
4,Xavier Tillman Sr.,24,C,6,6,183,4.7,8.9,0.533,0.2,0.8,0.25,4.5,8.1,0.561,0.544,0.6,1.0,0.6,3.3,6.1,9.4,3.7,0.8,0.8,0.8,3.3,10.2,
5,Dillon Brooks,27,SF,6,6,167,5.2,16.6,0.312,2.2,9.1,0.238,3.0,7.5,0.4,0.377,1.1,1.5,0.714,0.6,3.2,3.9,2.4,0.2,0.0,1.5,4.3,13.6,
6,Tyus Jones,26,PG,6,1,120,3.3,10.8,0.306,0.9,5.7,0.158,2.4,5.1,0.471,0.347,0.6,0.9,0.667,0.9,4.5,5.4,6.6,2.4,0.0,2.4,1.5,8.1,
7,Luke Kennard,26,SG,5,0,107,4.0,7.7,0.522,2.7,5.4,0.5,1.3,2.4,0.571,0.696,1.3,1.3,1.0,1.7,5.0,6.7,2.4,1.3,0.0,0.3,2.7,12.1,
8,Santi Aldama,22,PF,6,0,101,5.3,11.8,0.455,2.5,5.3,0.467,2.9,6.4,0.444,0.561,0.7,0.7,1.0,2.5,6.8,9.3,2.5,1.1,0.0,0.7,1.8,13.9,
9,David Roddy,21,PF,6,0,76,3.8,13.7,0.276,2.8,9.5,0.3,0.9,4.3,0.222,0.379,0.5,0.5,1.0,1.9,6.2,8.1,1.9,0.0,0.9,0.5,2.8,10.9,
10,John Konchar,26,SF,5,0,49,1.5,6.6,0.222,0.0,2.9,0.0,1.5,3.7,0.4,0.222,0.0,0.0,,2.9,4.4,7.3,2.9,1.5,1.5,0.7,4.4,2.9,
11,Kenneth Lofton Jr.,20,PF,4,0,12,9.0,24.0,0.375,0.0,6.0,0.0,9.0,18.0,0.5,0.375,3.0,6.0,0.5,3.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,21.0,
12,Ziaire Williams,21,SF,4,0,12,6.0,21.0,0.286,3.0,9.0,0.333,3.0,12.0,0.25,0.357,0.0,0.0,,0.0,6.0,6.0,6.0,0.0,0.0,6.0,3.0,15.0,
