Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Dillon Brooks,27.0,73,73,2214,392,991,0.396,143,439,0.326,249,552,0.451,0.468,120,154,0.779,45,199,244,189,65,16,104,240,1047,0,DEF2
2.0,Ja Morant,23.0,61,59,1948,566,1214,0.466,92,300,0.307,474,914,0.519,0.504,372,497,0.748,61,296,357,493,66,16,206,100,1596,7,"MVP-12,AS"
3.0,Tyus Jones,26.0,80,22,1940,311,710,0.438,121,326,0.371,190,384,0.495,0.523,80,100,0.8,28,172,200,417,83,6,74,32,823,1,6MOY-6
4.0,Desmond Bane,24.0,58,58,1841,450,939,0.479,166,407,0.408,284,532,0.534,0.568,181,205,0.883,43,248,291,254,56,22,126,150,1247,0,
5.0,Jaren Jackson Jr.,23.0,63,63,1787,416,822,0.506,100,282,0.355,316,540,0.585,0.567,241,306,0.788,108,318,426,60,65,189,107,227,1173,0,"DPOY-1,AS,DEF1"
6.0,Santi Aldama,22.0,77,20,1682,247,525,0.47,94,266,0.353,153,259,0.591,0.56,108,144,0.75,85,286,371,97,45,48,60,143,696,0,
7.0,John Konchar,26.0,72,23,1494,138,320,0.431,60,177,0.339,78,143,0.545,0.525,28,36,0.778,64,246,310,100,77,25,37,112,364,0,
8.0,David Roddy,21.0,70,4,1258,180,420,0.429,65,212,0.307,115,208,0.553,0.506,41,65,0.631,50,143,193,59,29,19,57,107,466,0,
9.0,Xavier Tillman Sr.,24.0,61,29,1180,188,306,0.614,4,15,0.267,184,291,0.632,0.621,49,89,0.551,121,186,307,96,58,29,44,97,429,0,
10.0,Steven Adams,29.0,42,42,1133,157,263,0.597,0,1,0.0,157,262,0.599,0.597,47,129,0.364,214,271,485,97,36,46,79,98,361,0,
11.0,Brandon Clarke,26.0,56,8,1090,229,349,0.656,1,6,0.167,228,343,0.665,0.658,99,137,0.723,92,218,310,72,34,37,55,131,558,0,
12.0,Luke Kennard,26.0,24,3,590,90,171,0.526,74,137,0.54,16,34,0.471,0.743,18,19,0.947,9,66,75,54,13,1,16,35,272,0,
13.0,Ziaire Williams,21.0,37,4,561,84,196,0.429,25,97,0.258,59,99,0.596,0.492,17,22,0.773,16,63,79,35,14,6,37,58,210,0,
14.0,Jake LaRavia,21.0,35,0,414,37,95,0.389,24,71,0.338,13,24,0.542,0.516,7,9,0.778,19,44,63,21,12,4,18,49,105,0,
15.0,Kennedy Chandler,20.0,36,0,281,35,83,0.422,2,15,0.133,33,68,0.485,0.434,6,13,0.462,9,29,38,58,12,5,18,15,78,0,
16.0,Kenneth Lofton Jr.,20.0,24,1,176,49,93,0.527,6,17,0.353,43,76,0.566,0.559,16,27,0.593,19,32,51,20,5,2,12,28,120,0,
17.0,Vince Williams Jr.,22.0,15,1,105,12,40,0.3,4,28,0.143,8,12,0.667,0.35,2,2,1.0,4,11,15,4,6,2,5,12,30,0,
18.0,Danny Green,35.0,3,0,43,3,11,0.273,3,8,0.375,0,3,0.0,0.409,0,0,,1,3,4,2,1,0,3,6,9,0,
19.0,Jacob Gilyard,24.0,1,0,41,1,3,0.333,1,3,0.333,0,0,,0.5,0,0,,0,4,4,7,3,0,2,3,3,0,
,Team Totals,,82,82,19778,3585,7551,0.475,985,2807,0.351,2600,4744,0.548,0.54,1432,1954,0.733,988,2835,3823,2135,680,473,1060,1643,9587,8,
