Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,DeMar DeRozan,34.0,79,79,2989,650,1355,0.48,75,225,0.333,575,1130,0.509,0.507,522,612,0.853,43,297,340,421,90,45,135,161,1897,0,CPOY-2
2.0,Coby White,23.0,79,78,2881,541,1209,0.447,209,556,0.376,332,653,0.508,0.534,218,260,0.838,44,314,358,405,53,18,166,186,1509,0,
3.0,Nikola Vučević,33.0,76,74,2610,586,1211,0.484,92,313,0.294,494,898,0.55,0.522,106,129,0.822,210,591,801,254,50,60,120,190,1370,0,
4.0,Ayo Dosunmu,24.0,76,37,2212,360,719,0.501,119,295,0.403,241,424,0.568,0.583,85,105,0.81,54,162,216,242,68,36,103,166,924,0,
5.0,Alex Caruso,29.0,71,57,2040,253,541,0.468,136,333,0.408,117,208,0.563,0.593,73,96,0.76,62,211,273,247,120,70,102,181,715,0,"DPOY-10,DEF2"
6.0,Andre Drummond,30.0,79,10,1351,267,480,0.556,0,3,0.0,267,477,0.56,0.556,129,218,0.592,265,443,708,37,73,48,81,140,663,0,
7.0,Patrick Williams,22.0,43,30,1174,159,359,0.443,59,148,0.399,100,211,0.474,0.525,52,66,0.788,46,120,166,66,40,33,57,87,429,0,
8.0,Torrey Craig,33.0,53,14,1049,108,251,0.43,60,153,0.392,48,98,0.49,0.55,27,36,0.75,69,148,217,58,30,21,32,110,303,0,
9.0,Jevon Carter,28.0,72,0,1004,138,365,0.378,77,234,0.329,61,131,0.466,0.484,4,7,0.571,11,49,60,94,37,16,36,71,357,0,
10.0,Zach LaVine,28.0,25,23,872,170,376,0.452,59,169,0.349,111,207,0.536,0.531,88,103,0.854,8,121,129,98,21,8,52,57,487,0,
11.0,Dalen Terry,21.0,59,2,681,69,157,0.439,17,74,0.23,52,83,0.627,0.494,25,43,0.581,29,84,113,81,27,18,32,81,180,0,
12.0,Julian Phillips,20.0,40,0,323,32,77,0.416,12,38,0.316,20,39,0.513,0.494,13,19,0.684,12,24,36,13,7,7,10,40,89,0,
13.0,Onuralp Bitim,24.0,23,1,268,32,84,0.381,12,44,0.273,20,40,0.5,0.452,4,5,0.8,6,26,32,13,3,2,10,24,80,0,
14.0,Javonte Green,30.0,9,5,230,45,75,0.6,10,27,0.37,35,48,0.729,0.667,10,13,0.769,20,47,67,5,10,8,7,19,110,0,
15.0,Terry Taylor,24.0,31,0,188,20,39,0.513,2,9,0.222,18,30,0.6,0.538,4,5,0.8,17,20,37,10,5,2,7,17,46,0,
16.0,Adama Sanogo,21.0,9,0,66,14,27,0.519,0,0,,14,27,0.519,0.519,8,12,0.667,19,17,36,0,1,0,5,5,36,0,
17.0,Henri Drell,23.0,4,0,30,4,10,0.4,2,6,0.333,2,4,0.5,0.5,1,2,0.5,1,3,4,4,2,1,2,6,11,0,
18.0,Andrew Funk,24.0,5,0,13,0,4,0.0,0,3,0.0,0,1,0.0,0.0,0,0,,0,0,0,0,1,1,0,0,0,0,
,Team Totals,,82,82,19981,3448,7339,0.47,941,2630,0.358,2507,4709,0.532,0.534,1369,1731,0.791,916,2677,3593,2048,638,394,957,1541,9206,0,
