Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,DeMar DeRozan,34,SF,79,79,2989,7.8,16.3,0.48,0.9,2.7,0.333,6.9,13.6,0.509,0.507,6.3,7.4,0.853,0.5,3.6,4.1,5.1,1.1,0.5,1.6,1.9,22.8,CPOY-2
2,Coby White,23,PG,79,78,2881,6.8,15.1,0.447,2.6,6.9,0.376,4.1,8.2,0.508,0.534,2.7,3.2,0.838,0.5,3.9,4.5,5.1,0.7,0.2,2.1,2.3,18.9,
3,Nikola Vučević,33,C,76,74,2610,8.1,16.7,0.484,1.3,4.3,0.294,6.8,12.4,0.55,0.522,1.5,1.8,0.822,2.9,8.2,11.0,3.5,0.7,0.8,1.7,2.6,18.9,
4,Ayo Dosunmu,24,SG,76,37,2212,5.9,11.7,0.501,1.9,4.8,0.403,3.9,6.9,0.568,0.583,1.4,1.7,0.81,0.9,2.6,3.5,3.9,1.1,0.6,1.7,2.7,15.0,
5,Alex Caruso,29,SG,71,57,2040,4.5,9.5,0.468,2.4,5.9,0.408,2.1,3.7,0.563,0.593,1.3,1.7,0.76,1.1,3.7,4.8,4.4,2.1,1.2,1.8,3.2,12.6,"DPOY-10,DEF2"
6,Andre Drummond,30,C,79,10,1351,7.1,12.8,0.556,0.0,0.1,0.0,7.1,12.7,0.56,0.556,3.4,5.8,0.592,7.1,11.8,18.9,1.0,1.9,1.3,2.2,3.7,17.7,
7,Patrick Williams,22,PF,43,30,1174,4.9,11.0,0.443,1.8,4.5,0.399,3.1,6.5,0.474,0.525,1.6,2.0,0.788,1.4,3.7,5.1,2.0,1.2,1.0,1.7,2.7,13.2,
8,Torrey Craig,33,SF,53,14,1049,3.7,8.6,0.43,2.1,5.3,0.392,1.6,3.4,0.49,0.55,0.9,1.2,0.75,2.4,5.1,7.4,2.0,1.0,0.7,1.1,3.8,10.4,
9,Jevon Carter,28,PG,72,0,1004,4.9,13.1,0.378,2.8,8.4,0.329,2.2,4.7,0.466,0.484,0.1,0.3,0.571,0.4,1.8,2.2,3.4,1.3,0.6,1.3,2.5,12.8,
10,Zach LaVine,28,SG,25,23,872,7.0,15.5,0.452,2.4,7.0,0.349,4.6,8.5,0.536,0.531,3.6,4.3,0.854,0.3,5.0,5.3,4.0,0.9,0.3,2.1,2.4,20.1,
11,Dalen Terry,21,SG,59,2,681,3.6,8.3,0.439,0.9,3.9,0.23,2.7,4.4,0.627,0.494,1.3,2.3,0.581,1.5,4.4,6.0,4.3,1.4,1.0,1.7,4.3,9.5,
12,Julian Phillips,20,SF,40,0,323,3.6,8.6,0.416,1.3,4.2,0.316,2.2,4.3,0.513,0.494,1.4,2.1,0.684,1.3,2.7,4.0,1.4,0.8,0.8,1.1,4.5,9.9,
13,Onuralp Bitim,24,SG,23,1,268,4.3,11.3,0.381,1.6,5.9,0.273,2.7,5.4,0.5,0.452,0.5,0.7,0.8,0.8,3.5,4.3,1.7,0.4,0.3,1.3,3.2,10.7,
14,Javonte Green,30,SF,9,5,230,7.0,11.7,0.6,1.6,4.2,0.37,5.5,7.5,0.729,0.667,1.6,2.0,0.769,3.1,7.4,10.5,0.8,1.6,1.3,1.1,3.0,17.2,
15,Terry Taylor,24,PF,31,0,188,3.8,7.5,0.513,0.4,1.7,0.222,3.4,5.7,0.6,0.538,0.8,1.0,0.8,3.3,3.8,7.1,1.9,1.0,0.4,1.3,3.3,8.8,
16,Adama Sanogo,21,PF,9,0,66,7.6,14.7,0.519,0.0,0.0,,7.6,14.7,0.519,0.519,4.4,6.5,0.667,10.4,9.3,19.6,0.0,0.5,0.0,2.7,2.7,19.6,
17,Henri Drell,23,SF,4,0,30,4.8,12.0,0.4,2.4,7.2,0.333,2.4,4.8,0.5,0.5,1.2,2.4,0.5,1.2,3.6,4.8,4.8,2.4,1.2,2.4,7.2,13.2,
18,Andrew Funk,24,SG,5,0,13,0.0,11.1,0.0,0.0,8.3,0.0,0.0,2.8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.8,2.8,0.0,0.0,0.0,
