unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Kawhi Leonard,32:40,11,19,.579,5,9,.556,6,7,.857,1,4,5,5,3,1,1,1,33,31.4,+31,True,,LAC,SAC,LAC,SAC,True,False,a967d959db72023e2d3e82c0cd76856ba612038a,202512300LAC,"Sacramento Kings at Los Angeles Clippers Box Score, December 30, 2025",2026-01-20T14:39:00.624475,box-LAC-game-basic
James Harden,30:02,6,14,.429,1,6,.167,8,10,.800,0,3,3,5,1,0,0,0,21,18.2,+19,True,,LAC,SAC,LAC,SAC,True,False,b371954094bdbed8c57175adeb0c32c966db711d,202512300LAC,"Sacramento Kings at Los Angeles Clippers Box Score, December 30, 2025",2026-01-20T14:39:00.624475,box-LAC-game-basic
Brook Lopez,22:55,2,9,.222,2,4,.500,2,2,1.000,1,5,6,3,1,1,1,1,8,7.1,+14,True,,LAC,SAC,LAC,SAC,True,False,b4fdc12333eacd38a76b8b461d1e3105f7cf245f,202512300LAC,"Sacramento Kings at Los Angeles Clippers Box Score, December 30, 2025",2026-01-20T14:39:00.624475,box-LAC-game-basic
John Collins,21:55,6,9,.667,2,4,.500,2,2,1.000,3,2,5,1,1,3,0,1,16,18.2,+15,True,,LAC,SAC,LAC,SAC,True,False,67e70231709edb9419575566df6024cb76eaff0f,202512300LAC,"Sacramento Kings at Los Angeles Clippers Box Score, December 30, 2025",2026-01-20T14:39:00.624475,box-LAC-game-basic
Kris Dunn,20:53,4,7,.571,2,4,.500,0,0,,2,4,6,1,2,0,0,3,10,10.8,+16,True,,LAC,SAC,LAC,SAC,True,False,d65a932b78049097e8d61eabec28270b342e28fc,202512300LAC,"Sacramento Kings at Los Angeles Clippers Box Score, December 30, 2025",2026-01-20T14:39:00.624475,box-LAC-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,LAC,SAC,LAC,SAC,True,False,503c9922e09406f61e932f0da44cf4c52394a3b2,202512300LAC,"Sacramento Kings at Los Angeles Clippers Box Score, December 30, 2025",2026-01-20T14:39:00.624475,box-LAC-game-basic
Kobe Sanders,26:00,3,8,.375,0,3,.000,1,2,.500,1,5,6,4,2,0,0,2,7,8.4,+30,True,,LAC,SAC,LAC,SAC,True,False,9a421bc95624b7c39c4a4e568b44c88777ae2c02,202512300LAC,"Sacramento Kings at Los Angeles Clippers Box Score, December 30, 2025",2026-01-20T14:39:00.624475,box-LAC-game-basic
Yanic Konan Niederhäuser,25:05,6,8,.750,0,1,.000,4,6,.667,2,4,6,2,0,1,1,1,16,15.3,+27,True,,LAC,SAC,LAC,SAC,True,False,4b425a6f7c86eb3ca9831a689212443c4b69727c,202512300LAC,"Sacramento Kings at Los Angeles Clippers Box Score, December 30, 2025",2026-01-20T14:39:00.624475,box-LAC-game-basic
Derrick Jones Jr.,19:49,3,5,.600,1,1,1.000,1,1,1.000,0,1,1,3,2,1,0,1,8,10.4,+23,True,,LAC,SAC,LAC,SAC,True,False,462a0ce2a941c3ceaeb1b1532092e4916cc29b9d,202512300LAC,"Sacramento Kings at Los Angeles Clippers Box Score, December 30, 2025",2026-01-20T14:39:00.624475,box-LAC-game-basic
Nicolas Batum,18:47,1,3,.333,1,3,.333,0,0,,0,1,1,2,1,1,0,1,3,4.3,+24,True,,LAC,SAC,LAC,SAC,True,False,adb0d1a95c3535c94ec355b40e2bdff5c1ad0694,202512300LAC,"Sacramento Kings at Los Angeles Clippers Box Score, December 30, 2025",2026-01-20T14:39:00.624475,box-LAC-game-basic
