unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
James Harden,37:50,6,17,.353,4,7,.571,7,7,1.000,2,1,3,9,1,0,3,1,23,19.1,-5,True,,LAC,NYK,NYK,LAC,False,True,b371954094bdbed8c57175adeb0c32c966db711d,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
Kawhi Leonard,36:16,10,20,.500,3,7,.429,2,3,.667,0,3,3,4,3,0,3,1,25,17.9,-14,True,,LAC,NYK,NYK,LAC,False,True,a967d959db72023e2d3e82c0cd76856ba612038a,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
John Collins,33:04,7,9,.778,3,5,.600,1,1,1.000,4,6,10,0,1,0,1,4,18,17.5,-7,True,,LAC,NYK,NYK,LAC,False,True,67e70231709edb9419575566df6024cb76eaff0f,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
Kris Dunn,31:52,2,9,.222,1,6,.167,2,2,1.000,0,4,4,1,0,0,1,2,7,1.6,-4,True,,LAC,NYK,NYK,LAC,False,True,d65a932b78049097e8d61eabec28270b342e28fc,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
Ivica Zubac,30:30,11,14,.786,0,0,,0,0,,8,3,11,2,0,2,1,5,22,22.9,-10,True,,LAC,NYK,NYK,LAC,False,True,02f8c2fce2046d9c6cf10f9a8460e79dca73b7e3,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,LAC,NYK,NYK,LAC,False,True,503c9922e09406f61e932f0da44cf4c52394a3b2,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
Nicolas Batum,18:01,1,5,.200,1,5,.200,0,0,,0,1,1,1,1,1,1,1,3,1.2,-5,True,,LAC,NYK,NYK,LAC,False,True,adb0d1a95c3535c94ec355b40e2bdff5c1ad0694,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
Kobe Sanders,17:21,0,3,.000,0,1,.000,0,0,,0,1,1,3,1,1,0,2,0,1.2,-8,True,,LAC,NYK,NYK,LAC,False,True,9a421bc95624b7c39c4a4e568b44c88777ae2c02,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
Brook Lopez,15:58,2,8,.250,2,8,.250,0,0,,0,0,0,0,0,1,0,0,6,1.9,-3,True,,LAC,NYK,NYK,LAC,False,True,b4fdc12333eacd38a76b8b461d1e3105f7cf245f,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
Jordan Miller,14:32,1,4,.250,1,3,.333,3,4,.750,0,5,5,1,0,0,0,0,6,5.4,-7,True,,LAC,NYK,NYK,LAC,False,True,3953d2f3ee5a378a88a5c700c0f31d927c705a0e,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
Yanic Konan Niederhäuser,1:32,0,2,.000,0,0,,1,2,.500,1,1,2,0,0,0,0,0,1,0.2,+1,True,,LAC,NYK,NYK,LAC,False,True,4b425a6f7c86eb3ca9831a689212443c4b69727c,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
Kobe Brown,1:32,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1,True,,LAC,NYK,NYK,LAC,False,True,c8e778f1b52ac0ba45b2717ec2a239df2c120263,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
Cam Christie,1:32,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+1,True,,LAC,NYK,NYK,LAC,False,True,35a7752e15c578602bb831964b7a10dd14290deb,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
Team Totals,240,40,92,.435,15,42,.357,16,19,.842,15,25,40,21,7,5,10,16,111,,,True,,LAC,NYK,NYK,LAC,False,True,dc764a76db27dd8411e7cf8a1dcc5b3af1b3abba,202601070NYK,"Los Angeles Clippers at New York Knicks Box Score, January 7, 2026",2026-01-20T14:46:44.820275,box-LAC-game-basic
