Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Shai Gilgeous-Alexander,27.0,PG,25,25,831,100,0,0,0,0,20.6,11.9,29,12,23,3,108,3,415,28,16,
2.0,Cason Wallace,22.0,SG,25,24,693,19,66,15,0,0,20.0,7.5,16,7,27,0,7,0,146,1,7,
3.0,Ajay Mitchell,23.0,SG,26,7,682,20,38,38,4,0,17.7,2.3,23,12,24,4,38,13,231,10,11,
4.0,Chet Holmgren,23.0,PF,22,22,633,0,0,4,50,45,20.4,7.5,13,14,35,10,39,3,84,6,17,
5.0,Isaiah Hartenstein,27.0,C,20,20,548,0,0,0,0,100,14.7,-3.3,17,10,19,12,29,2,150,8,10,
6.0,Luguentz Dort,26.0,SF,17,17,480,0,0,46,53,1,16.5,-0.2,6,1,21,3,8,11,46,2,4,
7.0,Jaylin Williams,23.0,PF,25,3,458,0,0,9,48,43,17.1,0.7,13,3,22,8,10,9,147,3,1,
8.0,Isaiah Joe,26.0,SG,17,0,397,34,66,0,0,0,15.0,-2.3,8,6,14,1,13,13,65,2,5,
9.0,Aaron Wiggins,27.0,SG,15,5,363,4,24,53,18,0,16.3,-0.4,6,8,20,1,7,0,67,1,5,
10.0,Alex Caruso,31.0,SG,17,0,319,0,29,50,21,0,29.2,16.8,13,2,11,0,3,8,98,0,6,
11.0,Ousmane Dieng,22.0,C,17,0,213,0,0,2,69,29,7.4,-11.0,2,3,9,1,3,0,38,0,2,
12.0,Jalen Williams,24.0,SG,7,7,201,1,13,63,24,0,17.8,1.4,4,6,4,0,9,0,98,0,5,
13.0,Branden Carlson,26.0,C,17,0,170,0,0,0,2,98,5.4,-13.0,2,0,12,1,3,0,27,1,3,
14.0,Brooks Barnhizer,23.0,SG,17,0,132,0,15,55,30,0,-22.6,-43.6,1,2,9,0,4,0,19,2,4,
15.0,Kenrich Williams,31.0,PF,7,0,112,0,8,35,55,2,13.4,-3.5,3,3,4,0,4,0,34,2,1,
16.0,Chris Youngblood,23.0,SG,19,0,107,20,48,16,17,0,-6.5,-25.1,0,0,8,0,1,0,16,1,0,
,Team Totals,,,26,26,6339,20,20,20,20,20,16.5,1.7,156,89,262,44,286,62,1681,67,97,
