Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,26.0,6340,1149,2310,0.497,364,968,0.376,785,1342,0.585,538,645,0.834,235,931,1166,689,268,138,332,545,3200
Team/G,,243.8,44.2,88.8,0.497,14.0,37.2,0.376,30.2,51.6,0.585,20.7,24.8,0.834,9.0,35.8,44.8,26.5,10.3,5.3,12.8,21.0,123.1
Lg Rank,,10,2,19,3.0,9,16,5.0,9,16,3.0,9,17,1.0,29,1,12,13,2,6,2,18,2
Year/Year,,1.5%,-1.0%,-4.1%,0.016,-3.7%,-4.1%,0.002,0.3%,-4.2%,0.026,23.9%,21.7%,0.015,-14.9%,4.8%,0.1%,-1.3%,-0.2%,-6.4%,9.0%,5.4%,2.1%
Opponent,26.0,6340,965,2265,0.426,369,1010,0.365,596,1255,0.475,466,611,0.763,287,842,1129,618,194,97,466,566,2765
Opponent/G,,243.8,37.1,87.1,0.426,14.2,38.8,0.365,22.9,48.3,0.475,17.9,23.5,0.763,11.0,32.4,43.4,23.8,7.5,3.7,17.9,21.8,106.3
Lg Rank,,10,1,7,1.0,23,24,21.0,1,3,1.0,5,9,3.0,8,15,15,2,4,2,1,13,1
Year/Year,,1.5%,-2.1%,0.2%,-0.01,5.4%,-1.2%,0.023,-6.2%,1.4%,-0.039,-2.3%,-0.8%,-0.012,-4.9%,-2.6%,-3.2%,-3.4%,11.4%,-22.0%,5.3%,20.2%,-1.2%
