Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Shai Gilgeous-Alexander,27.0,PG,25,25,831,32.9,0.687,0.26,0.5,1.6,13.0,7.6,33.4,2.0,2.2,7.5,33.3,4.8,1.8,6.6,0.381,10.0,3.2,13.2,3.2,
2.0,Cason Wallace,22.0,SG,25,24,693,11.8,0.559,0.56,0.071,2.9,9.0,6.1,11.0,4.0,0.9,12.2,13.4,0.3,1.7,2.0,0.138,-2.3,3.8,1.5,0.6,
3.0,Ajay Mitchell,23.0,SG,26,7,682,16.8,0.579,0.297,0.315,2.4,11.1,7.0,19.4,2.7,1.2,11.5,22.6,0.9,1.5,2.4,0.167,-0.1,1.8,1.7,0.6,
4.0,Chet Holmgren,23.0,PF,22,22,633,21.2,0.67,0.313,0.336,6.0,23.7,15.4,8.6,1.0,5.3,12.3,24.0,1.3,1.6,2.9,0.216,2.0,1.6,3.6,0.9,
5.0,Isaiah Hartenstein,27.0,C,20,20,548,21.1,0.672,0.025,0.316,15.0,27.0,21.4,16.6,2.2,2.9,18.9,17.6,1.3,1.5,2.8,0.248,1.5,2.7,4.3,0.9,
6.0,Luguentz Dort,26.0,SF,17,17,480,7.9,0.515,0.712,0.112,4.7,10.0,7.5,5.2,1.5,1.5,7.1,12.7,0.1,0.9,1.0,0.103,-2.9,0.8,-2.0,0.0,
7.0,Jaylin Williams,23.0,PF,25,3,458,11.0,0.501,0.823,0.234,3.3,23.9,14.2,16.4,1.8,2.6,15.5,15.3,0.0,1.2,1.1,0.117,-1.9,2.5,0.6,0.3,
8.0,Isaiah Joe,26.0,SG,17,0,397,15.8,0.667,0.796,0.265,2.7,10.2,6.7,8.9,1.2,0.8,8.9,19.7,0.9,0.7,1.6,0.188,2.1,-0.3,1.8,0.4,
9.0,Aaron Wiggins,27.0,SG,15,5,363,13.6,0.59,0.556,0.086,3.6,10.0,7.0,11.2,1.2,2.2,10.3,20.9,0.3,0.7,0.9,0.124,0.3,-0.1,0.2,0.2,
10.0,Alex Caruso,31.0,SG,17,0,319,13.5,0.542,0.609,0.115,3.7,11.4,7.8,16.6,4.5,1.6,15.7,14.7,0.1,0.9,1.0,0.149,-1.3,4.5,3.2,0.4,
11.0,Ousmane Dieng,22.0,C,17,0,213,10.1,0.581,0.525,0.098,3.3,11.7,7.8,9.0,0.2,2.4,8.6,14.2,0.2,0.4,0.6,0.125,-1.5,-0.1,-1.7,0.0,
12.0,Jalen Williams,24.0,SG,7,7,201,20.6,0.543,0.19,0.26,1.8,18.1,10.4,29.9,2.6,2.5,9.0,26.4,0.3,0.5,0.8,0.193,1.1,2.3,3.4,0.3,
13.0,Branden Carlson,26.0,C,17,0,170,18.1,0.653,0.484,0.113,5.5,17.8,12.0,9.2,0.6,5.9,5.8,17.6,0.4,0.4,0.7,0.208,1.1,0.9,2.0,0.2,
14.0,Brooks Barnhizer,23.0,SG,17,0,132,9.8,0.566,0.174,0.261,5.4,21.3,13.8,6.5,1.1,1.5,10.5,9.4,0.1,0.3,0.4,0.142,-2.8,1.7,-1.2,0.0,
15.0,Kenrich Williams,31.0,PF,7,0,112,10.9,0.606,0.469,0.188,3.2,15.8,9.9,16.4,0.0,0.0,14.8,15.7,0.1,0.2,0.3,0.124,-1.1,-0.7,-1.7,0.0,
16.0,Chris Youngblood,23.0,SG,19,0,107,7.9,0.529,0.833,0.233,3.3,15.6,9.8,6.9,0.4,0.0,2.9,13.8,0.1,0.2,0.3,0.128,-4.4,-0.7,-5.2,-0.1,
,Team Totals,,,26,26,6339,,0.617,0.419,0.279,,,,,,,,,11.1,14.3,25.3,0.192,1.0,2.0,2.9,7.9,
