Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Jaren Jackson Jr.,26.0,C,25,25,738,0,0,0,55,46,-5.7,-11.0,10,14,42,22,39,6,125,10,23,
2.0,Cedric Coward,22.0,SG,27,14,731,2,66,30,2,0,1.0,4.2,15,18,22,6,36,5,176,8,21,
3.0,Jaylen Wells,22.0,SG,27,27,729,0,4,84,12,0,0.7,3.5,10,8,27,0,31,18,114,7,14,
4.0,Santi Aldama,25.0,PF,27,5,726,0,0,8,88,4,-1.8,-2.3,15,9,22,4,26,5,200,9,7,
5.0,Jock Landale,30.0,C,27,13,599,0,0,0,0,100,-5.7,-9.0,11,5,41,9,18,2,107,2,18,
6.0,Kentavious Caldwell-Pope,32.0,SG,27,13,595,1,84,15,0,0,-2.4,-2.8,20,12,17,1,16,9,210,1,9,
7.0,Cam Spencer,25.0,SG,26,1,565,57,42,1,0,0,1.4,4.0,27,4,24,1,17,3,239,2,5,
8.0,Vince Williams Jr.,25.0,PG,22,11,481,95,5,0,0,0,6.8,12.0,28,11,17,5,10,7,263,1,6,
9.0,Ja Morant,26.0,PG,14,14,392,100,0,0,0,0,-6.6,-8.3,35,13,14,0,36,8,251,5,13,
10.0,John Konchar,29.0,SG,22,0,286,0,6,77,16,0,3.4,5.5,7,0,12,0,6,0,65,3,3,
11.0,Zach Edey,23.0,C,11,11,284,0,0,0,0,100,17.7,23.6,6,8,9,11,15,0,30,4,6,
12.0,Olivier-Maxence Prosper,23.0,PF,15,0,139,0,2,48,43,6,-7.5,-7.5,3,3,6,0,9,0,17,1,3,
13.0,Javon Small,23.0,PG,8,0,99,100,0,0,0,0,1.3,2.4,6,2,2,0,5,0,56,1,3,
14.0,GG Jackson II,21.0,PF,8,0,54,0,0,29,60,12,-21.7,-21.8,1,0,3,0,5,0,4,1,4,
15.0,Charles Bassey,25.0,C,2,0,31,0,0,0,63,37,-11.9,-11.4,0,0,4,1,2,0,5,1,1,
16.0,PJ Hall,23.0,C,7,0,27,0,0,0,0,100,-0.3,0.6,1,0,2,0,2,0,4,1,1,
17.0,Brandon Clarke,29.0,PF,1,1,17,0,0,97,3,0,-37.6,-37.3,0,0,2,0,2,1,3,0,3,
18.0,Jahmai Mashack,23.0,SG,4,0,15,24,76,0,0,0,-35.7,-35.2,0,0,1,0,0,0,0,0,1,
,Team Totals,,,27,27,6508,20,20,20,20,20,-0.8,-0.3,195,107,267,60,275,64,1869,57,141,
