Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Jaren Jackson Jr.,26.0,25,25,738,166,344,0.483,40,113,0.354,126,231,0.545,0.541,73,94,0.777,22,109,131,51,21,31,52,99,445,0,
2.0,Cedric Coward,22.0,27,14,731,131,285,0.46,38,122,0.311,93,163,0.571,0.526,62,73,0.849,37,130,167,76,15,8,44,55,362,0,
3.0,Jaylen Wells,22.0,27,27,729,116,262,0.443,49,135,0.363,67,127,0.528,0.536,63,80,0.788,27,70,97,47,23,1,21,54,344,0,
4.0,Santi Aldama,25.0,27,5,726,133,284,0.468,38,117,0.325,95,167,0.569,0.535,44,66,0.667,38,137,175,80,25,18,30,40,348,0,
5.0,Jock Landale,30.0,27,13,599,116,219,0.53,31,72,0.431,85,147,0.578,0.6,35,51,0.686,65,87,152,43,16,12,27,69,298,0,
6.0,Kentavious Caldwell-Pope,32.0,27,13,595,69,184,0.375,31,92,0.337,38,92,0.413,0.459,37,40,0.925,10,55,65,89,22,5,35,27,206,0,
7.0,Cam Spencer,25.0,26,1,565,102,198,0.515,66,130,0.508,36,68,0.529,0.682,43,47,0.915,7,49,56,103,21,2,32,44,313,0,
8.0,Vince Williams Jr.,25.0,22,11,481,56,166,0.337,26,94,0.277,30,72,0.417,0.416,24,30,0.8,18,75,93,108,18,12,47,47,162,0,
9.0,Ja Morant,26.0,14,14,392,81,227,0.357,13,67,0.194,68,160,0.425,0.385,73,79,0.924,7,42,49,105,13,3,50,29,248,0,
10.0,John Konchar,29.0,22,0,286,26,51,0.51,9,28,0.321,17,23,0.739,0.598,6,9,0.667,12,47,59,27,19,7,7,19,67,0,
11.0,Zach Edey,23.0,11,11,284,62,98,0.633,1,5,0.2,61,93,0.656,0.638,25,32,0.781,43,79,122,12,7,21,26,37,150,0,
12.0,Olivier-Maxence Prosper,23.0,15,0,139,18,42,0.429,1,11,0.091,17,31,0.548,0.44,23,25,0.92,12,22,34,7,2,1,7,11,60,0,
13.0,Javon Small,23.0,8,0,99,10,28,0.357,6,19,0.316,4,9,0.444,0.464,8,10,0.8,1,7,8,22,0,1,8,7,34,0,
14.0,GG Jackson II,21.0,8,0,54,7,28,0.25,0,12,0.0,7,16,0.438,0.25,6,9,0.667,3,11,14,2,4,1,2,4,20,0,
15.0,Charles Bassey,25.0,2,0,31,3,8,0.375,0,0,,3,8,0.375,0.375,1,3,0.333,7,8,15,2,1,1,1,5,7,0,
16.0,PJ Hall,23.0,7,0,27,5,9,0.556,1,3,0.333,4,6,0.667,0.611,2,3,0.667,3,6,9,2,0,2,1,3,13,0,
17.0,Brandon Clarke,29.0,1,1,17,2,7,0.286,0,0,,2,7,0.286,0.286,2,4,0.5,3,0,3,1,1,0,0,5,6,0,
18.0,Jahmai Mashack,23.0,4,0,15,2,7,0.286,2,5,0.4,0,2,0.0,0.429,0,0,,0,3,3,0,0,0,1,1,6,0,
,Team Totals,,27,27,6508,1105,2447,0.452,352,1025,0.343,753,1422,0.53,0.523,527,655,0.805,315,937,1252,777,208,126,391,556,3089,0,
