Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Jaren Jackson Jr.,26.0,C,25,25,29.5,6.6,13.8,0.483,1.6,4.5,0.354,5.0,9.2,0.545,0.541,2.9,3.8,0.777,0.9,4.4,5.2,2.0,0.8,1.2,2.1,4.0,17.8,
2.0,Ja Morant,26.0,PG,14,14,28.0,5.8,16.2,0.357,0.9,4.8,0.194,4.9,11.4,0.425,0.385,5.2,5.6,0.924,0.5,3.0,3.5,7.5,0.9,0.2,3.6,2.1,17.7,
3.0,Cedric Coward,22.0,SG,27,14,27.1,4.9,10.6,0.46,1.4,4.5,0.311,3.4,6.0,0.571,0.526,2.3,2.7,0.849,1.4,4.8,6.2,2.8,0.6,0.3,1.6,2.0,13.4,
4.0,Jaylen Wells,22.0,SG,27,27,27.0,4.3,9.7,0.443,1.8,5.0,0.363,2.5,4.7,0.528,0.536,2.3,3.0,0.788,1.0,2.6,3.6,1.7,0.9,0.0,0.8,2.0,12.7,
5.0,Santi Aldama,25.0,PF,27,5,26.9,4.9,10.5,0.468,1.4,4.3,0.325,3.5,6.2,0.569,0.535,1.6,2.4,0.667,1.4,5.1,6.5,3.0,0.9,0.7,1.1,1.5,12.9,
6.0,Zach Edey,23.0,C,11,11,25.8,5.6,8.9,0.633,0.1,0.5,0.2,5.5,8.5,0.656,0.638,2.3,2.9,0.781,3.9,7.2,11.1,1.1,0.6,1.9,2.4,3.4,13.6,
7.0,Jock Landale,30.0,C,27,13,22.2,4.3,8.1,0.53,1.1,2.7,0.431,3.1,5.4,0.578,0.6,1.3,1.9,0.686,2.4,3.2,5.6,1.6,0.6,0.4,1.0,2.6,11.0,
8.0,Kentavious Caldwell-Pope,32.0,SG,27,13,22.0,2.6,6.8,0.375,1.1,3.4,0.337,1.4,3.4,0.413,0.459,1.4,1.5,0.925,0.4,2.0,2.4,3.3,0.8,0.2,1.3,1.0,7.6,
9.0,Vince Williams Jr.,25.0,PG,22,11,21.9,2.5,7.5,0.337,1.2,4.3,0.277,1.4,3.3,0.417,0.416,1.1,1.4,0.8,0.8,3.4,4.2,4.9,0.8,0.5,2.1,2.1,7.4,
10.0,Cam Spencer,25.0,SG,26,1,21.7,3.9,7.6,0.515,2.5,5.0,0.508,1.4,2.6,0.529,0.682,1.7,1.8,0.915,0.3,1.9,2.2,4.0,0.8,0.1,1.2,1.7,12.0,
11.0,Brandon Clarke,29.0,PF,1,1,17.0,2.0,7.0,0.286,0.0,0.0,,2.0,7.0,0.286,0.286,2.0,4.0,0.5,3.0,0.0,3.0,1.0,1.0,0.0,0.0,5.0,6.0,
12.0,Charles Bassey,25.0,C,2,0,15.5,1.5,4.0,0.375,0.0,0.0,,1.5,4.0,0.375,0.375,0.5,1.5,0.333,3.5,4.0,7.5,1.0,0.5,0.5,0.5,2.5,3.5,
13.0,John Konchar,29.0,SG,22,0,13.0,1.2,2.3,0.51,0.4,1.3,0.321,0.8,1.0,0.739,0.598,0.3,0.4,0.667,0.5,2.1,2.7,1.2,0.9,0.3,0.3,0.9,3.0,
14.0,Javon Small,23.0,PG,8,0,12.4,1.3,3.5,0.357,0.8,2.4,0.316,0.5,1.1,0.444,0.464,1.0,1.3,0.8,0.1,0.9,1.0,2.8,0.0,0.1,1.0,0.9,4.3,
15.0,Olivier-Maxence Prosper,23.0,PF,15,0,9.3,1.2,2.8,0.429,0.1,0.7,0.091,1.1,2.1,0.548,0.44,1.5,1.7,0.92,0.8,1.5,2.3,0.5,0.1,0.1,0.5,0.7,4.0,
16.0,GG Jackson II,21.0,PF,8,0,6.8,0.9,3.5,0.25,0.0,1.5,0.0,0.9,2.0,0.438,0.25,0.8,1.1,0.667,0.4,1.4,1.8,0.3,0.5,0.1,0.3,0.5,2.5,
17.0,PJ Hall,23.0,C,7,0,3.9,0.7,1.3,0.556,0.1,0.4,0.333,0.6,0.9,0.667,0.611,0.3,0.4,0.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,
18.0,Jahmai Mashack,23.0,SG,4,0,3.8,0.5,1.8,0.286,0.5,1.3,0.4,0.0,0.5,0.0,0.429,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.3,0.3,1.5,
,Team Totals,,,27,27,240.9,40.9,90.6,0.452,13.0,38.0,0.343,27.9,52.7,0.53,0.523,19.5,24.3,0.805,11.7,34.7,46.4,28.8,7.7,4.7,14.9,20.6,114.4,
