Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Branden Carlson,25.0,C,32,0,246,0.443,0.677,0.333,0.557,0.778,0.581,0.186,0.68,95,124,93.0,103,100.0,101,76,162,2.6,1.1,
2.0,Alex Caruso,30.0,SG,54,3,1041,0.446,0.556,0.353,0.541,0.824,0.568,0.162,0.541,95,102,98.0,100,106.0,99,67,129,-1.0,-5.7,6MOY-8
3.0,Ousmane Dieng,21.0,C,37,1,405,0.432,0.574,0.324,0.524,0.688,0.538,0.128,0.568,92,105,90.0,96,88.0,93,53,135,-4.8,-10.2,
4.0,Luguentz Dort,25.0,SF,71,71,2073,0.435,0.489,0.412,0.578,0.717,0.586,0.078,0.696,93,90,114.0,107,92.0,102,32,165,41.9,12.3,"DPOY-4,DEF1"
5.0,Alex Ducas,24.0,SG,21,0,125,0.4,0.222,0.476,0.567,1.0,0.583,0.067,0.7,86,41,132.0,104,128.0,101,27,166,1.4,0.4,
6.0,Adam Flagler,25.0,SG,37,0,203,0.26,0.458,0.194,0.333,0.5,0.335,0.021,0.75,56,84,54.0,61,64.0,58,9,178,-40.3,-46.6,
7.0,Shai Gilgeous-Alexander,26.0,PG,76,76,2598,0.519,0.571,0.375,0.569,0.898,0.637,0.404,0.263,111,105,104.0,105,115.0,111,166,62,84.4,236.4,"MVP-1,DPOY-10,CPOY-8,AS,NBA1"
8.0,Isaiah Hartenstein,26.0,C,57,53,1590,0.581,0.605,0.0,0.581,0.675,0.599,0.244,0.04,124,111,0.0,107,87.0,104,100,9,36.7,24.5,
9.0,Chet Holmgren,22.0,C,32,32,877,0.49,0.547,0.379,0.554,0.754,0.599,0.393,0.34,105,100,105.0,102,97.0,104,162,81,7.6,18.1,
10.0,Isaiah Joe,25.0,SG,74,16,1604,0.44,0.549,0.412,0.604,0.821,0.617,0.095,0.793,94,101,114.0,111,105.0,107,39,188,71.4,50.0,
11.0,Dillon Jones,23.0,SF,54,3,551,0.383,0.5,0.254,0.444,0.607,0.464,0.211,0.474,82,92,71.0,82,78.0,81,87,112,-26.5,-32.5,
12.0,Malevy Leons,25.0,SF,6,0,21,0.0,0.0,0.0,0.0,0.5,0.266,2.0,0.5,0,0,0.0,0,64.0,46,824,119,-2.2,-2.3,
13.0,Ajay Mitchell,22.0,SG,36,1,597,0.495,0.548,0.383,0.557,0.829,0.587,0.19,0.326,106,101,106.0,103,106.0,102,78,77,5.2,4.2,
14.0,Alex Reese,25.0,PF,1,0,2,1.0,1.0,,1.0,,1.0,0.0,0.0,214,183,,184,,174,0,0,0.9,0.8,
15.0,Cason Wallace,21.0,SG,68,43,1876,0.474,0.562,0.356,0.55,0.811,0.562,0.076,0.425,102,103,99.0,101,104.0,98,31,101,6.9,-14.3,
16.0,Aaron Wiggins,26.0,SG,76,26,1744,0.488,0.578,0.383,0.577,0.831,0.596,0.122,0.466,104,106,106.0,106,107.0,103,50,111,49.3,29.9,
17.0,Jalen Williams,23.0,SG,69,69,2237,0.484,0.533,0.365,0.537,0.789,0.573,0.256,0.291,104,98,101.0,99,101.0,99,105,69,-14.6,-7.6,"AS,NBA3,DEF2"
18.0,Jaylin Williams,22.0,PF,47,9,784,0.439,0.529,0.399,0.577,0.767,0.594,0.136,0.692,94,97,111.0,106,98.0,103,56,164,15.0,8.1,
19.0,Kenrich Williams,30.0,PF,69,7,1132,0.483,0.574,0.386,0.576,0.718,0.587,0.11,0.483,103,105,107.0,106,92.0,102,45,115,23.5,8.3,
,Team Totals,,,82,82,19706,0.482,0.559,0.374,0.56,0.819,0.593,0.22,0.419,103,103,104.0,103,105.0,103,91,99,257.4,274.9,
