Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Shai Gilgeous-Alexander,26.0,PG,23,23,851,100,0,0,0,0,9.6,1.8,27,23,26,6,85,6,385,17,26,Finals MVP-1
2.0,Jalen Williams,23.0,SG,23,23,796,0,28,46,26,0,7.9,-4.4,17,21,29,2,58,2,271,9,29,
3.0,Chet Holmgren,22.0,C,23,23,686,0,0,0,35,65,12.2,8.0,6,16,30,2,38,2,51,5,27,
4.0,Luguentz Dort,25.0,SF,23,23,666,0,0,37,60,4,6.3,-7.1,8,7,20,2,8,21,48,0,1,
5.0,Alex Caruso,30.0,SG,23,0,562,26,62,12,0,0,10.1,2.0,12,3,28,4,13,5,118,2,7,
6.0,Isaiah Hartenstein,26.0,C,23,20,516,0,0,0,0,100,4.4,-8.8,15,5,25,5,16,4,114,6,7,
7.0,Cason Wallace,21.0,SG,23,3,516,3,53,36,8,0,15.1,11.2,11,3,23,0,4,2,111,3,9,
8.0,Aaron Wiggins,26.0,SG,22,0,303,0,22,65,14,0,13.2,5.7,7,9,17,0,10,1,48,3,7,
9.0,Isaiah Joe,25.0,SG,21,0,211,35,65,0,0,0,8.4,-0.9,2,3,9,0,7,5,34,1,2,
10.0,Jaylin Williams,22.0,PF,17,0,141,0,0,0,48,52,1.4,-8.9,3,2,17,5,6,2,42,1,1,
11.0,Kenrich Williams,30.0,PF,16,0,137,0,0,9,79,12,19.4,11.8,3,1,2,1,3,1,17,0,3,
12.0,Ajay Mitchell,22.0,SG,12,0,84,25,69,2,5,0,-3.7,-14.0,2,2,4,0,2,0,24,1,4,
13.0,Dillon Jones,23.0,SF,10,0,46,0,25,74,1,0,-3.8,-13.6,3,1,2,0,1,0,13,0,0,
14.0,Ousmane Dieng,21.0,C,9,0,32,0,0,0,2,98,-4.7,-14.3,0,0,0,0,1,0,8,0,1,
,Team Totals,,,23,23,5547,20,20,20,20,20,9.2,0.1,116,96,232,27,252,51,1284,48,124,
