Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Alex Caruso,30.0,SG,23,0,562,0.45,0.5,0.411,0.566,0.795,0.598,0.244,0.563,96,92,114.0,104,102,104,100,134,
2.0,Ousmane Dieng,21.0,C,9,0,32,0.4,0.0,0.571,0.6,1.0,0.643,0.2,0.7,86,0,159.0,110,128,112,82,166,
3.0,Luguentz Dort,25.0,SF,23,23,666,0.366,0.5,0.343,0.512,0.636,0.524,0.134,0.854,78,92,95.0,94,82,91,55,203,
4.0,Shai Gilgeous-Alexander,26.0,PG,23,23,851,0.462,0.514,0.283,0.494,0.876,0.574,0.431,0.224,99,94,79.0,91,112,100,177,53,Finals MVP-1
5.0,Isaiah Hartenstein,26.0,C,23,20,516,0.619,0.619,,0.619,0.667,0.632,0.224,0.0,133,114,,114,85,110,92,0,
6.0,Chet Holmgren,22.0,C,23,23,686,0.462,0.549,0.297,0.513,0.784,0.565,0.365,0.342,99,101,82.0,94,100,98,150,81,
7.0,Isaiah Joe,25.0,SG,21,0,211,0.493,0.765,0.411,0.651,0.857,0.676,0.192,0.767,106,140,114.0,120,110,117,79,182,
8.0,Dillon Jones,23.0,SF,10,0,46,0.818,0.857,0.75,0.955,1.0,0.968,0.182,0.364,175,157,208.0,176,128,168,75,86,
9.0,Ajay Mitchell,22.0,SG,12,0,84,0.457,0.5,0.385,0.529,0.8,0.551,0.143,0.371,98,92,107.0,97,103,96,59,88,
10.0,Cason Wallace,21.0,SG,23,3,516,0.429,0.544,0.323,0.513,0.667,0.52,0.076,0.521,92,100,90.0,94,85,90,31,124,
11.0,Aaron Wiggins,26.0,SG,22,0,303,0.395,0.44,0.362,0.5,0.765,0.522,0.143,0.58,85,81,101.0,92,98,91,59,138,
12.0,Jalen Williams,23.0,SG,23,23,796,0.449,0.509,0.304,0.494,0.789,0.544,0.323,0.29,96,93,84.0,91,101,94,133,69,
13.0,Jaylin Williams,22.0,PF,17,0,141,0.429,0.6,0.36,0.557,0.545,0.565,0.314,0.714,92,110,100.0,103,70,98,129,170,
14.0,Kenrich Williams,30.0,PF,16,0,137,0.4,0.6,0.2,0.45,0.5,0.457,0.15,0.5,86,110,56.0,83,64,79,62,119,
,Team Totals,,,23,23,5547,0.456,0.532,0.338,0.522,0.801,0.566,0.29,0.39,98,98,94.0,96,103,98,119,93,
