Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Shai Gilgeous-Alexander,26,76,76,2598,15.9,30.6,0.519,3.0,8.0,0.375,12.9,22.6,0.571,0.569,11.1,12.4,0.898,1.2,5.8,7.0,9.0,2.4,1.4,3.4,3.0,45.9,129,107,"MVP-1,DPOY-10,CPOY-8,AS,NBA1"
2,Jalen Williams,23,69,69,2237,12.1,25.1,0.484,2.7,7.3,0.365,9.5,17.8,0.533,0.537,5.1,6.4,0.789,1.3,6.7,7.9,7.6,2.4,1.0,3.2,3.4,32.0,116,107,"AS,NBA3,DEF2"
3,Luguentz Dort,25,71,71,2073,6.0,13.7,0.435,3.9,9.6,0.412,2.0,4.2,0.489,0.578,0.8,1.1,0.717,2.1,4.7,6.8,2.7,1.8,0.9,1.2,4.8,16.6,120,110,"DPOY-4,DEF1"
4,Cason Wallace,21,68,43,1876,5.9,12.5,0.474,1.9,5.3,0.356,4.0,7.2,0.562,0.55,0.8,0.9,0.811,1.8,4.0,5.9,4.4,3.1,0.9,1.5,3.7,14.5,118,108,
5,Aaron Wiggins,26,76,26,1744,9.8,20.0,0.488,3.6,9.3,0.383,6.2,10.7,0.578,0.577,2.0,2.4,0.831,2.2,5.9,8.1,3.7,1.7,0.5,1.9,2.8,25.2,119,110,
6,Isaiah Joe,25,74,16,1604,7.8,17.6,0.44,5.7,13.9,0.412,2.0,3.7,0.549,0.604,1.4,1.7,0.821,1.2,4.6,5.9,3.6,1.4,0.3,1.1,3.4,22.6,125,112,
7,Isaiah Hartenstein,26,57,53,1590,8.4,14.5,0.581,0.0,0.6,0.0,8.4,13.9,0.605,0.581,2.4,3.5,0.675,4.9,13.5,18.4,6.6,1.4,1.9,2.9,5.2,19.2,124,104,
8,Kenrich Williams,30,69,7,1132,7.3,15.0,0.483,2.8,7.3,0.386,4.5,7.8,0.574,0.576,1.2,1.7,0.718,2.8,7.5,10.2,4.1,1.8,0.4,1.7,4.7,18.5,122,109,
9,Alex Caruso,30,54,3,1041,6.5,14.5,0.446,2.8,7.8,0.353,3.7,6.6,0.556,0.541,1.9,2.4,0.824,1.8,5.6,7.3,6.3,4.0,1.4,1.7,4.7,17.6,122,104,6MOY-8
10,Chet Holmgren,22,32,32,877,9.1,18.7,0.49,2.4,6.3,0.379,6.7,12.3,0.547,0.554,5.5,7.3,0.754,2.6,11.4,14.1,3.4,1.3,3.9,3.1,3.9,26.2,116,103,
11,Jaylin Williams,22,47,9,784,5.9,13.5,0.439,3.7,9.4,0.399,2.2,4.2,0.529,0.577,1.4,1.8,0.767,2.9,13.1,16.0,7.3,1.3,1.8,2.1,4.8,17.0,127,104,
12,Ajay Mitchell,22,36,1,597,7.3,14.8,0.495,1.8,4.8,0.383,5.5,10.0,0.548,0.557,2.3,2.8,0.829,1.4,4.0,5.5,5.1,2.0,0.3,2.3,5.5,18.8,117,111,
13,Dillon Jones,23,54,3,551,4.4,11.6,0.383,1.4,5.5,0.254,3.0,6.1,0.5,0.444,1.5,2.4,0.607,2.6,7.9,10.5,5.1,1.4,0.3,2.4,4.7,11.8,103,109,
14,Ousmane Dieng,21,37,1,405,6.4,14.8,0.432,2.7,8.4,0.324,3.7,6.4,0.574,0.524,1.3,1.9,0.688,2.1,7.5,9.6,3.7,2.0,0.8,2.1,3.9,16.8,109,108,
15,Branden Carlson,25,32,0,246,8.4,18.9,0.443,4.3,12.9,0.333,4.1,6.0,0.677,0.557,2.7,3.5,0.778,3.3,7.2,10.5,2.7,1.0,4.1,1.4,4.3,23.8,122,106,
16,Adam Flagler,25,37,0,203,5.9,22.7,0.26,3.3,17.0,0.194,2.6,5.7,0.458,0.333,0.2,0.5,0.5,1.7,4.7,6.4,2.8,1.9,0.7,0.9,3.5,15.4,80,110,
17,Alex Ducas,24,21,0,125,4.6,11.5,0.4,3.8,8.1,0.476,0.8,3.5,0.222,0.567,0.8,0.8,1.0,3.5,6.5,10.0,1.9,1.9,0.0,1.5,4.6,13.8,120,110,
18,Malevy Leons,25,6,0,21,0.0,4.6,0.0,0.0,2.3,0.0,0.0,2.3,0.0,0.0,4.6,9.1,0.5,2.3,4.6,6.9,2.3,0.0,0.0,2.3,9.1,4.6,71,115,
19,Alex Reese,25,1,0,2,24.0,24.0,1.0,0.0,0.0,,24.0,24.0,1.0,1.0,0.0,0.0,,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,48.0,212,119,
