Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,DeMar DeRozan,36,26,26,854,9.4,18.7,0.501,1.1,2.8,0.392,8.3,15.9,0.521,0.531,5.6,6.3,0.894,0.8,3.8,4.6,4.9,1.8,0.3,1.4,3.0,25.5,122,122,
2,Zach LaVine,30,23,23,754,10.4,21.3,0.487,3.9,10.1,0.385,6.5,11.2,0.579,0.578,4.5,5.2,0.867,0.4,4.0,4.3,3.3,1.1,0.3,3.2,3.1,29.2,111,124,
3,Russell Westbrook,37,26,20,747,8.5,19.7,0.432,3.0,8.3,0.359,5.5,11.4,0.486,0.508,2.7,4.2,0.652,2.4,8.8,11.2,12.1,2.3,0.3,5.5,3.9,22.7,104,118,
4,Malik Monk,27,23,0,551,9.2,21.2,0.435,3.8,9.2,0.411,5.4,12.0,0.453,0.524,3.5,4.0,0.872,0.8,3.4,4.2,4.9,1.6,0.9,2.3,3.5,25.7,110,122,
5,Dennis Schröder,32,19,12,550,7.5,18.8,0.399,2.6,7.4,0.349,4.9,11.4,0.432,0.468,3.1,4.0,0.783,0.7,5.1,5.8,9.6,1.3,0.3,3.2,3.1,20.7,105,123,
6,Keon Ellis,26,24,2,407,5.1,12.8,0.4,3.5,9.4,0.37,1.6,3.4,0.483,0.536,1.2,2.2,0.526,0.8,2.8,3.6,1.9,3.4,1.2,1.2,4.7,14.9,105,118,
7,Keegan Murray,25,11,10,407,7.5,17.4,0.43,1.9,7.1,0.262,5.6,10.2,0.545,0.483,2.3,3.3,0.714,2.3,7.2,9.6,2.0,2.1,2.2,1.4,2.8,19.1,104,117,
8,Precious Achiuwa,26,19,6,385,8.0,14.0,0.57,0.5,2.0,0.25,7.5,12.1,0.622,0.588,2.1,4.6,0.459,4.3,8.5,12.8,2.1,1.6,1.1,1.0,4.1,18.6,121,119,
9,Nique Clifford,23,22,3,365,4.4,11.7,0.378,1.4,5.2,0.275,3.0,6.5,0.46,0.439,1.6,2.3,0.667,1.7,5.6,7.3,3.9,1.2,0.8,2.6,6.0,11.8,93,122,
10,Domantas Sabonis,29,11,11,365,9.6,18.8,0.51,0.5,2.6,0.2,9.1,16.2,0.56,0.524,4.8,6.6,0.725,4.8,12.7,17.5,5.3,1.7,0.3,3.6,5.7,24.5,112,117,
11,Drew Eubanks,28,25,11,360,7.4,12.0,0.615,0.1,0.3,0.5,7.2,11.7,0.618,0.621,2.6,5.0,0.526,2.6,6.7,9.3,1.1,1.6,2.2,2.9,4.5,17.5,107,119,
12,Maxime Raynaud,22,18,4,333,8.8,16.8,0.525,0.7,2.0,0.357,8.1,14.8,0.548,0.547,3.4,4.7,0.727,3.1,9.0,12.1,2.4,0.9,1.3,2.1,5.6,21.8,113,120,
13,Devin Carter,23,9,0,86,5.5,17.1,0.323,2.8,9.4,0.294,2.8,7.7,0.357,0.403,3.9,3.9,1.0,2.2,5.0,7.2,7.2,3.3,0.6,4.4,5.0,17.6,95,118,
14,Dylan Cardwell,24,3,1,33,2.9,8.6,0.333,0.0,1.4,0.0,2.9,7.2,0.4,0.333,1.4,2.9,0.5,2.9,4.3,7.2,0.0,2.9,4.3,2.9,14.4,7.2,70,114,
15,Dario Šarić,31,3,0,28,1.7,8.5,0.2,1.7,3.4,0.5,0.0,5.1,0.0,0.3,3.4,3.4,1.0,1.7,6.8,8.5,3.4,0.0,0.0,1.7,0.0,8.5,96,125,
16,Isaac Jones,25,3,1,17,2.8,5.6,0.5,0.0,2.8,0.0,2.8,2.8,1.0,0.5,2.8,5.6,0.5,5.6,0.0,5.6,2.8,0.0,0.0,0.0,11.2,8.4,141,129,
17,Daeqwon Plowden,27,1,0,14,3.4,16.9,0.2,0.0,10.2,0.0,3.4,6.8,0.5,0.2,0.0,0.0,,6.8,0.0,6.8,0.0,0.0,0.0,0.0,0.0,6.8,69,129,
18,Doug McDermott,34,2,0,11,8.6,17.2,0.5,8.6,17.2,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.3,8.6,25.9,103,129,
